#,Sheet,Topic,Question,Difficulty,Status
#,Must Do Questions (1 - 500),Topic,https://leetcode.com/problems/two-sum,Difficulty,
1,Must Do Questions (1 - 500),"Array, Hash Table",https://leetcode.com/problems/longest-substring-without-repeating-characters,Easy,Fully Fixed
2,Must Do Questions (1 - 500),"Hash Table, String, Sliding Window",https://leetcode.com/problems/maximum-subarray,Medium,Fully Fixed
3,Must Do Questions (1 - 500),"Array, Divide and Conquer, Dynamic Programming",https://leetcode.com/problems/trapping-rain-water,Easy,Fully Fixed
4,Must Do Questions (1 - 500),"Array, Two Pointers, Dynamic Programming, Stack, Monotonic Stack",https://leetcode.com/problems/add-two-numbers,Hard,Fully Fixed
5,Must Do Questions (1 - 500),"Linked List, Math, Recursion",https://leetcode.com/problems/3sum,Medium,Fully Fixed
6,Must Do Questions (1 - 500),"Array, Two Pointers, Sorting",https://leetcode.com/problems/longest-palindromic-substring,Medium,Fully Fixed
7,Must Do Questions (1 - 500),"String, Dynamic Programming",https://leetcode.com/problems/median-of-two-sorted-arrays,Medium,Fully Fixed
8,Must Do Questions (1 - 500),"Array, Binary Search, Divide and Conquer",https://leetcode.com/problems/container-with-most-water,Hard,Fully Fixed
9,Must Do Questions (1 - 500),"Array, Two Pointers, Greedy",https://leetcode.com/problems/best-time-to-buy-and-sell-stock,Medium,Fully Fixed
10,Must Do Questions (1 - 500),"Array, Dynamic Programming",https://leetcode.com/problems/search-in-rotated-sorted-array,Easy,Fully Fixed
11,Must Do Questions (1 - 500),"Array, Binary Search",https://leetcode.com/problems/number-of-islands,Medium,Fully Fixed
12,Must Do Questions (1 - 500),"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix",https://leetcode.com/problems/lru-cache,Medium,Fully Fixed
13,Must Do Questions (1 - 500),"Hash Table, Linked List, Design, Doubly-Linked List",https://leetcode.com/problems/merge-intervals,Medium,Fully Fixed
14,Must Do Questions (1 - 500),"Array, Sorting",https://leetcode.com/problems/generate-parentheses,Medium,Fully Fixed
15,Must Do Questions (1 - 500),"String, Dynamic Programming, Backtracking",https://leetcode.com/problems/find-the-duplicate-number,Medium,Fully Fixed
16,Must Do Questions (1 - 500),"Array, Two Pointers, Binary Search, Bit Manipulation",https://leetcode.com/problems/product-of-array-except-self,Medium,Fully Fixed
17,Must Do Questions (1 - 500),"Array, Prefix Sum",https://leetcode.com/problems/valid-parentheses,Medium,Fully Fixed
18,Must Do Questions (1 - 500),"String, Stack",https://leetcode.com/problems/subarray-sum-equals-k,Easy,Fully Fixed
19,Must Do Questions (1 - 500),"Array, Hash Table, Prefix Sum",https://leetcode.com/problems/house-robber,Medium,Fully Fixed
20,Must Do Questions (1 - 500),"Array, Dynamic Programming",https://leetcode.com/problems/longest-increasing-subsequence,Medium,Fully Fixed
21,Must Do Questions (1 - 500),"Array, Binary Search, Dynamic Programming",https://leetcode.com/problems/reverse-linked-list,Medium,Fully Fixed
22,Must Do Questions (1 - 500),"Linked List, Recursion",https://leetcode.com/problems/maximum-product-subarray,Easy,Fully Fixed
23,Must Do Questions (1 - 500),"Array, Dynamic Programming",https://leetcode.com/problems/merge-k-sorted-lists,Medium,Fully Fixed
24,Must Do Questions (1 - 500),"Linked List, Divide and Conquer, Heap (Priority Queue), Merge Sort",https://leetcode.com/problems/merge-two-sorted-lists,Hard,Fully Fixed
25,Must Do Questions (1 - 500),"Linked List, Recursion",https://leetcode.com/problems/climbing-stairs,Easy,Fully Fixed
26,Must Do Questions (1 - 500),"Math, Dynamic Programming, Memoization",https://leetcode.com/problems/coin-change,Easy,Fully Fixed
27,Must Do Questions (1 - 500),"Array, Dynamic Programming, Breadth-First Search",https://leetcode.com/problems/jump-game,Medium,Fully Fixed
28,Must Do Questions (1 - 500),"Array, Dynamic Programming, Greedy",https://leetcode.com/problems/word-break,Medium,Fully Fixed
29,Must Do Questions (1 - 500),"Hash Table, String, Dynamic Programming, Trie, Memoization",https://leetcode.com/problems/minimum-window-substring,Medium,Fully Fixed
30,Must Do Questions (1 - 500),"Hash Table, String, Sliding Window",https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array,Hard
31,Must Do Questions (1 - 500),"Array, Binary Search",https://leetcode.com/problems/permutations,Medium
32,Must Do Questions (1 - 500),"Array, Backtracking",https://leetcode.com/problems/combination-sum,Medium
33,Must Do Questions (1 - 500),"Array, Backtracking",https://leetcode.com/problems/letter-combinations-of-a-phone-number,Medium
34,Must Do Questions (1 - 500),"Hash Table, String, Backtracking",https://leetcode.com/problems/validate-binary-search-tree,Medium
35,Must Do Questions (1 - 500),"Tree, Depth-First Search, Binary Search Tree, Binary Tree",https://leetcode.com/problems/sliding-window-maximum,Medium
36,Must Do Questions (1 - 500),"Array, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue",https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree,Hard
37,Must Do Questions (1 - 500),"Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/symmetric-tree,Medium
38,Must Do Questions (1 - 500),"Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/next-permutation,Easy
39,Must Do Questions (1 - 500),"Array, Two Pointers",https://leetcode.com/problems/sort-colors,Medium
40,Must Do Questions (1 - 500),"Array, Two Pointers, Sorting",https://leetcode.com/problems/remove-nth-node-from-end-of-list,Medium
41,Must Do Questions (1 - 500),"Linked List, Two Pointers",https://leetcode.com/problems/single-number,Medium
42,Must Do Questions (1 - 500),"Array, Bit Manipulation",https://leetcode.com/problems/largest-rectangle-in-histogram,Easy
43,Must Do Questions (1 - 500),"Array, Stack, Monotonic Stack",https://leetcode.com/problems/first-missing-positive,Hard
44,Must Do Questions (1 - 500),"Array, Hash Table",https://leetcode.com/problems/course-schedule,Hard
45,Must Do Questions (1 - 500),"Depth-First Search, Breadth-First Search, Graph, Topological Sort",https://leetcode.com/problems/binary-tree-maximum-path-sum,Medium
46,Must Do Questions (1 - 500),"Dynamic Programming, Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/word-search,Hard
47,Must Do Questions (1 - 500),"Array, Backtracking, Matrix",https://leetcode.com/problems/subsets,Medium
48,Must Do Questions (1 - 500),"Array, Backtracking, Bit Manipulation",https://leetcode.com/problems/longest-consecutive-sequence,Medium
49,Must Do Questions (1 - 500),"Array, Hash Table, Union Find",https://leetcode.com/problems/kth-largest-element-in-an-array,Medium
50,Must Do Questions (1 - 500),"Array, Divide and Conquer, Sorting, Heap (Priority Queue), Quickselect",https://leetcode.com/problems/group-anagrams,Medium
51,Must Do Questions (1 - 500),"Hash Table, String, Sorting",https://leetcode.com/problems/move-zeroes,Medium
52,Must Do Questions (1 - 500),"Array, Two Pointers",https://leetcode.com/problems/intersection-of-two-linked-lists,Easy
53,Must Do Questions (1 - 500),"Hash Table, Linked List, Two Pointers",https://leetcode.com/problems/majority-element,Easy
54,Must Do Questions (1 - 500),"Array, Hash Table, Divide and Conquer, Sorting, Counting",https://leetcode.com/problems/unique-paths,Easy
55,Must Do Questions (1 - 500),"Math, Dynamic Programming, Combinatorics",https://leetcode.com/problems/rotate-image,Medium
56,Must Do Questions (1 - 500),"Array, Math, Matrix",https://leetcode.com/problems/palindrome-linked-list,Medium
57,Must Do Questions (1 - 500),"Linked List, Two Pointers, Stack, Recursion",https://leetcode.com/problems/edit-distance,Easy
58,Must Do Questions (1 - 500),"String, Dynamic Programming",https://leetcode.com/problems/regular-expression-matching,Hard
59,Must Do Questions (1 - 500),"String, Dynamic Programming, Recursion",https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal,Hard
60,Must Do Questions (1 - 500),"Array, Hash Table, Divide and Conquer, Tree, Binary Tree",https://leetcode.com/problems/invert-binary-tree,Medium
61,Must Do Questions (1 - 500),"Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/rotate-array,Easy
62,Must Do Questions (1 - 500),"Array, Math, Two Pointers",https://leetcode.com/problems/decode-string,Medium
63,Must Do Questions (1 - 500),"String, Stack, Recursion",https://leetcode.com/problems/min-stack,Medium
64,Must Do Questions (1 - 500),"Stack, Design",https://leetcode.com/problems/top-k-frequent-elements,Easy
65,Must Do Questions (1 - 500),"Array, Hash Table, Divide and Conquer, Sorting, Heap (Priority Queue), Bucket Sort, Counting, Quickselect",https://leetcode.com/problems/copy-list-with-random-pointer,Medium
66,Must Do Questions (1 - 500),"Hash Table, Linked List",https://leetcode.com/problems/longest-valid-parentheses,Medium
67,Must Do Questions (1 - 500),"String, Dynamic Programming, Stack",https://leetcode.com/problems/path-sum-iii,Hard
68,Must Do Questions (1 - 500),"Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/binary-tree-level-order-traversal,Medium
69,Must Do Questions (1 - 500),"Tree, Breadth-First Search, Binary Tree",https://leetcode.com/problems/diameter-of-binary-tree,Medium
70,Must Do Questions (1 - 500),"Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/jump-game-ii,Easy
71,Must Do Questions (1 - 500),"Array, Dynamic Programming, Greedy",https://leetcode.com/problems/partition-equal-subset-sum,Medium
72,Must Do Questions (1 - 500),"Array, Dynamic Programming",https://leetcode.com/problems/binary-tree-inorder-traversal,Medium
73,Must Do Questions (1 - 500),"Stack, Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/word-ladder,Easy
74,Must Do Questions (1 - 500),"Hash Table, String, Breadth-First Search",https://leetcode.com/problems/unique-binary-search-trees,Hard
75,Must Do Questions (1 - 500),"Math, Dynamic Programming, Tree, Binary Search Tree, Binary Tree",https://leetcode.com/problems/linked-list-cycle,Medium
76,Must Do Questions (1 - 500),"Hash Table, Linked List, Two Pointers",https://leetcode.com/problems/maximal-square,Easy
77,Must Do Questions (1 - 500),"Array, Dynamic Programming, Matrix",https://leetcode.com/problems/longest-common-prefix,Medium
78,Must Do Questions (1 - 500),String,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii,Easy
79,Must Do Questions (1 - 500),"Array, Dynamic Programming, Greedy",https://leetcode.com/problems/minimum-path-sum,Medium
80,Must Do Questions (1 - 500),"Array, Dynamic Programming, Matrix",https://leetcode.com/problems/search-a-2d-matrix-ii,Medium
81,Must Do Questions (1 - 500),"Array, Binary Search, Divide and Conquer, Matrix",https://leetcode.com/problems/reverse-integer,Medium
82,Must Do Questions (1 - 500),Math,https://leetcode.com/problems/search-insert-position,Medium
83,Must Do Questions (1 - 500),"Array, Binary Search",https://leetcode.com/problems/flatten-binary-tree-to-linked-list,Easy
84,Must Do Questions (1 - 500),"Linked List, Stack, Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/implement-trie-prefix-tree,Medium
85,Must Do Questions (1 - 500),"Hash Table, String, Design, Trie",https://leetcode.com/problems/daily-temperatures,Medium
86,Must Do Questions (1 - 500),"Array, Stack, Monotonic Stack",https://leetcode.com/problems/partition-labels,Medium
87,Must Do Questions (1 - 500),"Hash Table, Two Pointers, String, Greedy",https://leetcode.com/problems/perfect-squares,Medium
88,Must Do Questions (1 - 500),"Math, Dynamic Programming, Breadth-First Search",https://leetcode.com/problems/decode-ways,Medium
89,Must Do Questions (1 - 500),"String, Dynamic Programming",https://leetcode.com/problems/find-median-from-data-stream,Medium
90,Must Do Questions (1 - 500),"Two Pointers, Design, Sorting, Heap (Priority Queue), Data Stream",https://leetcode.com/problems/maximal-rectangle,Hard
91,Must Do Questions (1 - 500),"Array, Dynamic Programming, Stack, Matrix, Monotonic Stack",https://leetcode.com/problems/task-scheduler,Hard
92,Must Do Questions (1 - 500),"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue), Counting",https://leetcode.com/problems/reverse-nodes-in-k-group,Medium
93,Must Do Questions (1 - 500),"Linked List, Recursion",https://leetcode.com/problems/spiral-matrix,Hard
94,Must Do Questions (1 - 500),"Array, Matrix, Simulation",https://leetcode.com/problems/target-sum,Medium
95,Must Do Questions (1 - 500),"Array, Dynamic Programming, Backtracking",https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array,Medium
96,Must Do Questions (1 - 500),"Array, Hash Table",https://leetcode.com/problems/course-schedule-ii,Easy
97,Must Do Questions (1 - 500),"Depth-First Search, Breadth-First Search, Graph, Topological Sort",https://leetcode.com/problems/merge-two-binary-trees,Medium
98,Must Do Questions (1 - 500),"Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/serialize-and-deserialize-binary-tree,Easy
99,Must Do Questions (1 - 500),"String, Tree, Depth-First Search, Breadth-First Search, Design, Binary Tree",https://leetcode.com/problems/linked-list-cycle-ii,Hard
100,Must Do Questions (1 - 500),"Hash Table, Linked List, Two Pointers",https://leetcode.com/problems/house-robber-iii,Medium
101,Must Do Questions (1 - 500),"Dynamic Programming, Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/sort-list,Medium
102,Must Do Questions (1 - 500),"Linked List, Two Pointers, Divide and Conquer, Sorting, Merge Sort",https://leetcode.com/problems/find-all-anagrams-in-a-string,Medium
103,Must Do Questions (1 - 500),"Hash Table, String, Sliding Window",https://leetcode.com/problems/binary-tree-right-side-view,Medium
104,Must Do Questions (1 - 500),"Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/palindromic-substrings,Medium
105,Must Do Questions (1 - 500),"String, Dynamic Programming",https://leetcode.com/problems/maximum-depth-of-binary-tree,Medium
106,Must Do Questions (1 - 500),"Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/rotting-oranges,Easy
107,Must Do Questions (1 - 500),"Array, Breadth-First Search, Matrix",https://leetcode.com/problems/set-matrix-zeroes,Medium
108,Must Do Questions (1 - 500),"Array, Hash Table, Matrix",https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree,Medium
109,Must Do Questions (1 - 500),"Array, Divide and Conquer, Tree, Binary Search Tree, Binary Tree",https://leetcode.com/problems/search-a-2d-matrix,Easy
110,Must Do Questions (1 - 500),"Array, Binary Search, Matrix",https://leetcode.com/problems/find-minimum-in-rotated-sorted-array,Medium
111,Must Do Questions (1 - 500),"Array, Binary Search",https://leetcode.com/problems/populating-next-right-pointers-in-each-node,Medium
112,Must Do Questions (1 - 500),"Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/remove-duplicates-from-sorted-array,Medium
113,Must Do Questions (1 - 500),"Array, Two Pointers",https://leetcode.com/problems/kth-smallest-element-in-a-bst,Easy
114,Must Do Questions (1 - 500),"Tree, Depth-First Search, Binary Search Tree, Binary Tree",https://leetcode.com/problems/minimum-size-subarray-sum,Medium
115,Must Do Questions (1 - 500),"Array, Binary Search, Sliding Window, Prefix Sum",https://leetcode.com/problems/find-all-duplicates-in-an-array,Medium
116,Must Do Questions (1 - 500),"Array, Hash Table",https://leetcode.com/problems/burst-balloons,Medium
117,Must Do Questions (1 - 500),"Array, Dynamic Programming",https://leetcode.com/problems/counting-bits,Hard
118,Must Do Questions (1 - 500),"Dynamic Programming, Bit Manipulation",https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree,Easy
119,Must Do Questions (1 - 500),"Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/swap-nodes-in-pairs,Medium
120,Must Do Questions (1 - 500),"Linked List, Recursion",https://leetcode.com/problems/reverse-linked-list-ii,Medium
121,Must Do Questions (1 - 500),Linked List,https://leetcode.com/problems/word-search-ii,Medium
122,Must Do Questions (1 - 500),"Array, String, Backtracking, Trie, Matrix",https://leetcode.com/problems/longest-common-subsequence,Hard
123,Must Do Questions (1 - 500),"String, Dynamic Programming",https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix,Medium
124,Must Do Questions (1 - 500),"Array, Binary Search, Sorting, Heap (Priority Queue), Matrix",https://leetcode.com/problems/4sum,Medium
125,Must Do Questions (1 - 500),"Array, Two Pointers, Sorting",https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii,Medium
126,Must Do Questions (1 - 500),"Array, Dynamic Programming",https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown,Hard
127,Must Do Questions (1 - 500),"Array, Dynamic Programming",https://leetcode.com/problems/palindrome-partitioning,Medium
128,Must Do Questions (1 - 500),"String, Dynamic Programming, Backtracking",https://leetcode.com/problems/reorder-list,Medium
129,Must Do Questions (1 - 500),"Linked List, Two Pointers, Stack, Recursion",https://leetcode.com/problems/min-cost-climbing-stairs,Medium
130,Must Do Questions (1 - 500),"Array, Dynamic Programming",https://leetcode.com/problems/max-area-of-island,Easy
131,Must Do Questions (1 - 500),"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix",https://leetcode.com/problems/count-of-smaller-numbers-after-self,Medium
132,Must Do Questions (1 - 500),"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set",https://leetcode.com/problems/3sum-closest,Hard
133,Must Do Questions (1 - 500),"Array, Two Pointers, Sorting",https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal,Medium
